id,name,inserttime,validfrom,validto,sourceid,styleid,sku,listprice,url,releasedate,retiredate,framecolour,lensid,fitid,genderid,note,image,imagesmall
1330,Pin Up Tortoise/Dark Bronze,2017-06-15 18:19:49,2017-06-15 22:19:49,NULL,2,96,OO2013-05,$170,http://www.o-review.com/glassesdetail.asp?ID=5154,NULL,NULL,Pin Up Tortoise,17,1,NULL,NULL,NULL,NULL
1331,Titanium/Tungsten Iridium Polarized,2017-06-15 18:19:56,2017-06-15 22:19:56,NULL,2,482,12-965,$275,http://www.o-review.com/glassesdetail.asp?ID=4697,May 2009,NULL,Titanium,67,1,NULL,NULL,http://www.o-review.com/images/Wire/SquareWhisker_Titanium_TungstenPolarized.jpg,http://www.o-review.com/images/Wire/small/SquareWhisker_Titanium_TungstenPolarized.jpg
1332,Dark Grey/+Red Iridium,2017-06-15 18:19:59,2017-06-15 22:19:58,NULL,2,652,,$130,http://www.o-review.com/glassesdetail.asp?ID=795,NULL,NULL,Dark Grey,1,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_DarkGrey_Red.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_DarkGrey_Red.jpg
1333,Retro Tortoise/VR50-Brown Gradient,2017-06-15 18:20:04,2017-06-15 22:20:04,NULL,2,96,OO2013-02,$170,http://www.o-review.com/glassesdetail.asp?ID=5153,NULL,NULL,Retro Tortoise,96,1,NULL,NULL,NULL,NULL
1334,Dark Grey/G30 Iridium,2017-06-15 18:20:18,2017-06-15 22:20:18,NULL,2,652,04-461,None,http://www.o-review.com/glassesdetail.asp?ID=1180,NULL,NULL,Dark Grey,29,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_DarkGrey_G30.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_DarkGrey_G30.jpg
1335,Brown Chrome / Polished Black/VR28 Black Iridium Polarized,2017-06-15 18:20:20,2017-06-15 22:20:20,NULL,2,483,12-979,$215,http://www.o-review.com/glassesdetail.asp?ID=4673,February 2009,NULL,Brown Chrome / Polished Black,72,1,NULL,NULL,http://www.o-review.com/images/Wire/Splinter_BrownChromePolishedBlack_VR28BlackPolarized.jpg,http://www.o-review.com/images/Wire/small/Splinter_BrownChromePolishedBlack_VR28BlackPolarized.jpg
1336,Mink/VR50-Brown Gradient,2017-06-15 18:20:25,2017-06-15 22:20:25,NULL,2,97,OO9169-02,$110,http://www.o-review.com/glassesdetail.asp?ID=5792,NULL,NULL,Mink,96,1,NULL,NULL,NULL,NULL
1337,Electric Blue/G30 Iridium,2017-06-15 18:20:37,2017-06-15 22:20:37,NULL,2,652,04-640,None,http://www.o-review.com/glassesdetail.asp?ID=2351,NULL,2003,Electric Blue,29,1,NULL,NULL,NULL,NULL
1338,Light/Ice Iridium,2017-06-15 18:20:41,2017-06-15 22:20:41,NULL,2,483,05-467,$160,http://www.o-review.com/glassesdetail.asp?ID=4671,February 2009,NULL,Light,42,1,NULL,NULL,http://www.o-review.com/images/Wire/Splinter_Light_Ice.jpg,http://www.o-review.com/images/Wire/small/Splinter_Light_Ice.jpg
1339,Pacific/Black-Grey Gradient,2017-06-15 18:20:43,2017-06-15 22:20:42,NULL,2,97,OO9169-03,$110,http://www.o-review.com/glassesdetail.asp?ID=5793,NULL,NULL,Pacific,92,1,NULL,NULL,NULL,NULL
1340,FMJ 5.56/+Red Iridium,2017-06-15 18:20:55,2017-06-15 22:20:55,NULL,2,652,04-626,None,http://www.o-review.com/glassesdetail.asp?ID=2335,NULL,2003,FMJ 5.56,1,1,NULL,NULL,NULL,NULL
1341,Polished Black/Grey,2017-06-15 18:21:00,2017-06-15 22:21:00,NULL,2,97,OO9169-01,$110,http://www.o-review.com/glassesdetail.asp?ID=5791,NULL,NULL,Polished Black,37,1,NULL,NULL,NULL,NULL
1342,Matte Black / Midnight/Black Iridium Polarized,2017-06-15 18:21:05,2017-06-15 22:21:04,NULL,2,483,12-980,$215,http://www.o-review.com/glassesdetail.asp?ID=4674,February 2009,NULL,Matte Black / Midnight,8,1,NULL,NULL,http://www.o-review.com/images/Wire/Splinter_MatteBlackMidnight_BlackPolarized.jpg,http://www.o-review.com/images/Wire/small/Splinter_MatteBlackMidnight_BlackPolarized.jpg
1343,FMJ 5.56/Black Iridium,2017-06-15 18:21:17,2017-06-15 22:21:17,NULL,2,652,04-610,$130,http://www.o-review.com/glassesdetail.asp?ID=564,NULL,2003,FMJ 5.56,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_FMJ_Black.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_FMJ_Black.jpg
1344,Matte Black / Midnight/Warm Grey,2017-06-15 18:21:21,2017-06-15 22:21:20,NULL,2,483,05-468,$150,http://www.o-review.com/glassesdetail.asp?ID=4672,February 2009,NULL,Matte Black / Midnight,85,1,NULL,NULL,http://www.o-review.com/images/Wire/Splinter_MatteBlackMidnight_WarmGrey.jpg,http://www.o-review.com/images/Wire/small/Splinter_MatteBlackMidnight_WarmGrey.jpg
1345,Polished Black/OO Grey Polarized,2017-06-15 18:21:22,2017-06-15 22:21:22,NULL,2,97,OO9169-07,$160,http://www.o-review.com/glassesdetail.asp?ID=5797,NULL,NULL,Polished Black,52,1,NULL,NULL,NULL,NULL
1346,Toast / Matte Black/Bronze Polarized,2017-06-15 18:21:37,2017-06-15 22:21:36,NULL,2,483,12-981,$205,http://www.o-review.com/glassesdetail.asp?ID=4675,February 2009,NULL,Toast / Matte Black,14,1,NULL,NULL,http://www.o-review.com/images/Wire/Splinter_ToastMatteBlack_BronzePolarized.jpg,http://www.o-review.com/images/Wire/small/Splinter_ToastMatteBlack_BronzePolarized.jpg
1347,FMJ 5.56/Blue Iridium,2017-06-15 18:21:39,2017-06-15 22:21:38,NULL,2,652,04-632,None,http://www.o-review.com/glassesdetail.asp?ID=2341,NULL,2003,FMJ 5.56,11,1,NULL,NULL,NULL,NULL
1348,Rose Metal/G40 Black Gradient,2017-06-15 18:21:41,2017-06-15 22:21:41,NULL,2,97,OO9169-04,$110,http://www.o-review.com/glassesdetail.asp?ID=5794,NULL,NULL,Rose Metal,95,1,NULL,NULL,NULL,NULL
1349,Toast / Matte Black/Tungsten Iridium,2017-06-15 18:21:58,2017-06-15 22:21:58,NULL,2,483,05-466,$160,http://www.o-review.com/glassesdetail.asp?ID=4670,February 2009,NULL,Toast / Matte Black,66,1,NULL,NULL,http://www.o-review.com/images/Wire/Splinter_ToastMatteBlack_Tungsten.jpg,http://www.o-review.com/images/Wire/small/Splinter_ToastMatteBlack_Tungsten.jpg
1350,FMJ 5.56/Clear,2017-06-15 18:21:59,2017-06-15 22:21:59,NULL,2,652,04-630,None,http://www.o-review.com/glassesdetail.asp?ID=2339,NULL,2003,FMJ 5.56,16,1,NULL,NULL,NULL,NULL
1351,Tortoise/Bronze Polarized,2017-06-15 18:22:03,2017-06-15 22:22:03,NULL,2,97,OO9169-06,$160,http://www.o-review.com/glassesdetail.asp?ID=5796,NULL,NULL,Tortoise,14,1,NULL,NULL,NULL,NULL
1352,Black Chrome/Brown-Clear Gradient,2017-06-15 18:22:24,2017-06-15 22:22:24,NULL,2,484,05-930J,$145,http://www.o-review.com/glassesdetail.asp?ID=2955,April 2005,NULL,Black Chrome,94,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_BlackChrome_BrownGradient.jpg,NULL
1353,FMJ 5.56/Gold Iridium,2017-06-15 18:22:24,2017-06-15 22:22:24,NULL,2,652,04-627,None,http://www.o-review.com/glassesdetail.asp?ID=2336,NULL,2003,FMJ 5.56,34,1,NULL,NULL,NULL,NULL
1354,Vino/Dark Brown Gradient,2017-06-15 18:22:28,2017-06-15 22:22:28,NULL,2,97,OO9169-05,$110,http://www.o-review.com/glassesdetail.asp?ID=5795,NULL,NULL,Vino,179,1,NULL,NULL,NULL,NULL
1355,FMJ 5.56/Grey,2017-06-15 18:22:44,2017-06-15 22:22:43,NULL,2,652,04-631,None,http://www.o-review.com/glassesdetail.asp?ID=2340,NULL,2003,FMJ 5.56,37,1,NULL,NULL,NULL,NULL
1356,Light/Titanium Iridium,2017-06-15 18:22:45,2017-06-15 22:22:44,NULL,2,484,05-932J,$155,http://www.o-review.com/glassesdetail.asp?ID=2957,April 2005,NULL,Light,64,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_Light_Titanium.jpg,NULL
1357,Camo/Bronze,2017-06-15 18:22:58,2017-06-15 22:22:57,NULL,2,609,,None,http://www.o-review.com/glassesdetail.asp?ID=4554,NULL,NULL,Camo,13,1,NULL,NULL,NULL,NULL
1358,Matte Black/Grey,2017-06-15 18:23:04,2017-06-15 22:23:03,NULL,2,484,05-931J,$135,http://www.o-review.com/glassesdetail.asp?ID=2956,April 2005,NULL,Matte Black,37,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_MatteBlack_Grey.jpg,NULL
1359,FMJ 5.56/Persimmon,2017-06-15 18:23:04,2017-06-15 22:23:03,NULL,2,652,04-629,None,http://www.o-review.com/glassesdetail.asp?ID=2338,NULL,2003,FMJ 5.56,55,1,NULL,NULL,NULL,NULL
1360,Chrome/Chrome Iridium,2017-06-15 18:23:18,2017-06-15 22:23:17,NULL,2,609,03-145,$178,http://www.o-review.com/glassesdetail.asp?ID=3642,NULL,NULL,Chrome,15,1,NULL,NULL,NULL,NULL
1361,FMJ 5.56/VR28,2017-06-15 18:23:21,2017-06-15 22:23:20,NULL,2,652,04-628,None,http://www.o-review.com/glassesdetail.asp?ID=2337,NULL,2003,FMJ 5.56,70,1,NULL,NULL,NULL,NULL
1362,Pewter/Black Iridium Polarized,2017-06-15 18:23:25,2017-06-15 22:23:24,NULL,2,484,12-869J,$225,http://www.o-review.com/glassesdetail.asp?ID=2959,April 2005,NULL,Pewter,8,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_Pewter_BlackPolarized.jpg,NULL
1363,Crystal Red/+Red Iridium,2017-06-15 18:23:37,2017-06-15 22:23:37,NULL,2,609,03-110,$160,http://www.o-review.com/glassesdetail.asp?ID=3483,NULL,NULL,Crystal Red,1,1,NULL,NULL,NULL,NULL
1364,FMJ Platinum/+Red Iridium,2017-06-15 18:23:42,2017-06-15 22:23:42,NULL,2,652,04-611,None,http://www.o-review.com/glassesdetail.asp?ID=2324,NULL,2003,FMJ Platinum,1,1,NULL,NULL,NULL,NULL
1365,Polished Black/VR28 Black Iridium Polarized,2017-06-15 18:23:44,2017-06-15 22:23:44,NULL,2,484,12-868J,$225,http://www.o-review.com/glassesdetail.asp?ID=2958,April 2005,NULL,Polished Black,72,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_PolishedBlack_VR28BlackPolarized.jpg,NULL
1366,Gold/24K Gold Iridium,2017-06-15 18:23:53,2017-06-15 22:23:53,NULL,2,609,03-146,$178,http://www.o-review.com/glassesdetail.asp?ID=3641,NULL,NULL,Gold,3,1,NULL,NULL,NULL,NULL
1367,FMJ Platinum/Black Iridium,2017-06-15 18:24:03,2017-06-15 22:24:03,NULL,2,652,04-612,None,http://www.o-review.com/glassesdetail.asp?ID=2325,NULL,2003,FMJ Platinum,7,1,NULL,NULL,NULL,NULL
1368,Black Chrome/Brown-Clear Gradient,2017-06-15 18:24:12,2017-06-15 22:24:12,NULL,2,485,05-930,$145,http://www.o-review.com/glassesdetail.asp?ID=1946,2005,NULL,Black Chrome,94,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_BlackChrome_BrownGradient.jpg,http://www.o-review.com/images/Wire/small/Spike_BlackChrome_BrownGradient.jpg
1369,Matte Black/Violet Iridium,2017-06-15 18:24:18,2017-06-15 22:24:18,NULL,2,609,03-114,$160,http://www.o-review.com/glassesdetail.asp?ID=3476,NULL,NULL,Matte Black,69,1,NULL,NULL,NULL,NULL
1370,FMJ Platinum/Blue Iridium,2017-06-15 18:24:27,2017-06-15 22:24:26,NULL,2,652,04-618,None,http://www.o-review.com/glassesdetail.asp?ID=2329,NULL,2003,FMJ Platinum,11,1,NULL,NULL,NULL,NULL
1371,Chrome/VR28 Black Iridium,2017-06-15 18:24:32,2017-06-15 22:24:32,NULL,2,485,05-933,$145,http://www.o-review.com/glassesdetail.asp?ID=1964,2005,NULL,Chrome,71,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_Chrome_VR28Black.jpg,http://www.o-review.com/images/Wire/small/Spike_Chrome_VR28Black.jpg
1372,Matte Royal Blue/Fire Iridium,2017-06-15 18:24:35,2017-06-15 22:24:35,NULL,2,609,03-111,$160,http://www.o-review.com/glassesdetail.asp?ID=3480,NULL,NULL,Matte Royal Blue,23,1,NULL,NULL,NULL,NULL
1373,FMJ Platinum/Clear,2017-06-15 18:24:47,2017-06-15 22:24:47,NULL,2,652,04-616,None,http://www.o-review.com/glassesdetail.asp?ID=2327,NULL,2003,FMJ Platinum,16,1,NULL,NULL,NULL,NULL
1374,Light/Titanium Iridium,2017-06-15 18:24:50,2017-06-15 22:24:49,NULL,2,485,05-932,$155,http://www.o-review.com/glassesdetail.asp?ID=1966,2005,NULL,Light,64,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_Light_Titanium.jpg,http://www.o-review.com/images/Wire/small/Spike_Light_Titanium.jpg
1375,Polished White/24K Gold Iridium,2017-06-15 18:24:55,2017-06-15 22:24:54,NULL,2,609,03-113,$160,http://www.o-review.com/glassesdetail.asp?ID=3477,NULL,NULL,Polished White,3,1,NULL,NULL,NULL,NULL
1376,FMJ Platinum/Gold Iridium,2017-06-15 18:25:04,2017-06-15 22:25:03,NULL,2,652,04-604,$130,http://www.o-review.com/glassesdetail.asp?ID=189,NULL,2001,FMJ Platinum,34,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_PlatinumFMJ_Gold.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_PlatinumFMJ_Gold.jpg
1377,Matte Black/Grey,2017-06-15 18:25:13,2017-06-15 22:25:12,NULL,2,485,05-931,$135,http://www.o-review.com/glassesdetail.asp?ID=1965,2005,NULL,Matte Black,37,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_MatteBlack_Grey.jpg,http://www.o-review.com/images/Wire/small/Spike_MatteBlack_Grey.jpg
1378,Red Tiger Camo/Grey,2017-06-15 18:25:16,2017-06-15 22:25:16,NULL,2,609,*,None,http://www.o-review.com/glassesdetail.asp?ID=4683,NULL,NULL,Red Tiger Camo,37,1,NULL,NULL,NULL,NULL
1379,FMJ Platinum/Grey,2017-06-15 18:25:21,2017-06-15 22:25:20,NULL,2,652,04-617,None,http://www.o-review.com/glassesdetail.asp?ID=2328,NULL,2003,FMJ Platinum,37,1,NULL,NULL,NULL,NULL
1380,Matte Black/Titanium Iridium,2017-06-15 18:25:34,2017-06-15 22:25:34,NULL,2,485,12-731,$170,http://www.o-review.com/glassesdetail.asp?ID=3089,September 2006,NULL,Matte Black,64,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_MatteBlack_Titanium.jpg,http://www.o-review.com/images/Wire/small/Spike_MatteBlack_Titanium.jpg
1381,White City/Black Iridium,2017-06-15 18:25:36,2017-06-15 22:25:36,NULL,2,609,03-112,$160,http://www.o-review.com/glassesdetail.asp?ID=3479,NULL,NULL,White City,7,1,NULL,NULL,NULL,NULL
1382,FMJ Platinum/Persimmon,2017-06-15 18:25:42,2017-06-15 22:25:41,NULL,2,652,04-615,None,http://www.o-review.com/glassesdetail.asp?ID=1177,NULL,2003,FMJ Platinum,55,1,NULL,NULL,NULL,NULL
1383,Pewter/Black Iridium Polarized,2017-06-15 18:25:54,2017-06-15 22:25:53,NULL,2,485,12-869,$225,http://www.o-review.com/glassesdetail.asp?ID=1986,2005,NULL,Pewter,8,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_Pewter_BlackPolarized.jpg,http://www.o-review.com/images/Wire/small/Spike_Pewter_BlackPolarized.jpg
1384,FMJ Platinum/VR28,2017-06-15 18:26:04,2017-06-15 22:26:03,NULL,2,652,04-614,None,http://www.o-review.com/glassesdetail.asp?ID=2326,NULL,2003,FMJ Platinum,70,1,NULL,NULL,NULL,NULL
1385,Amber Tortoise/Bronze Polarized,2017-06-15 18:26:06,2017-06-15 22:26:06,NULL,2,100,12-908,$200,http://www.o-review.com/glassesdetail.asp?ID=3273,NULL,NULL,Amber Tortoise,14,1,NULL,NULL,NULL,NULL
1386,Polished Black/VR28 Black Iridium Polarized,2017-06-15 18:26:16,2017-06-15 22:26:15,NULL,2,485,12-868,$225,http://www.o-review.com/glassesdetail.asp?ID=1985,2005,NULL,Polished Black,72,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_PolishedBlack_VR28BlackPolarized.jpg,http://www.o-review.com/images/Wire/small/Spike_PolishedBlack_VR28BlackPolarized.jpg
1387,Jet Black/+Red Iridium,2017-06-15 18:26:21,2017-06-15 22:26:21,NULL,2,652,04-619,None,http://www.o-review.com/glassesdetail.asp?ID=2330,NULL,2003,Jet Black,1,1,NULL,NULL,NULL,NULL
1388,Brown Sugar/Bronze,2017-06-15 18:26:24,2017-06-15 22:26:23,NULL,2,100,03-584,$120,http://www.o-review.com/glassesdetail.asp?ID=3558,NULL,NULL,Brown Sugar,13,1,NULL,NULL,NULL,NULL
1389,Titanium/Titanium Iridium,2017-06-15 18:26:39,2017-06-15 22:26:38,NULL,2,485,05-957,$215,http://www.o-review.com/glassesdetail.asp?ID=2811,2006,NULL,Titanium,64,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_Titanium_Titanium.jpg,http://www.o-review.com/images/Wire/small/Spike_Titanium_Titanium.jpg
1390,Cinder Red/G40 Black Gradient,2017-06-15 18:26:44,2017-06-15 22:26:43,NULL,2,100,03-581,$130,http://www.o-review.com/glassesdetail.asp?ID=3270,NULL,NULL,Cinder Red,95,1,NULL,NULL,NULL,NULL
1391,Jet Black/Black Iridium,2017-06-15 18:26:46,2017-06-15 22:26:45,NULL,2,652,04-620,$130,http://www.o-review.com/glassesdetail.asp?ID=565,NULL,2003,Jet Black,7,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_JetBlack_Black.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_JetBlack_Black.jpg
1392,Titanium Matte Black/Black Iridium,2017-06-15 18:26:57,2017-06-15 22:26:57,NULL,2,485,05-958,$205,http://www.o-review.com/glassesdetail.asp?ID=3295,January 2007,NULL,Titanium Matte Black,7,1,NULL,NULL,http://www.o-review.com/images/Wire/Spike_TiMatteBlack_Black.jpg,http://www.o-review.com/images/Wire/small/Spike_TiMatteBlack_Black.jpg
1393,Crystal Pink/G20 Black Iridium,2017-06-15 18:27:04,2017-06-15 22:27:04,NULL,2,100,03-585,None,http://www.o-review.com/glassesdetail.asp?ID=3559,NULL,NULL,Crystal Pink,26,1,NULL,NULL,NULL,NULL
1394,Jet Black/Blue Iridium,2017-06-15 18:27:13,2017-06-15 22:27:13,NULL,2,652,04-625,None,http://www.o-review.com/glassesdetail.asp?ID=2334,NULL,2003,Jet Black,11,1,NULL,NULL,NULL,NULL
1395,Black Chrome/Grey,2017-06-15 18:27:18,2017-06-15 22:27:18,NULL,2,104,05-718,$160,http://www.o-review.com/glassesdetail.asp?ID=4739,May 2009,April 2011,Black Chrome,37,1,NULL,NULL,http://www.o-review.com/images/Wire/Restless_BlackChrome_Grey.jpg,http://www.o-review.com/images/Wire/small/Restless_BlackChrome_Grey.jpg
1396,Pearl/VR50-Brown Gradient,2017-06-15 18:27:23,2017-06-15 22:27:23,NULL,2,100,03-580,$130,http://www.o-review.com/glassesdetail.asp?ID=3269,NULL,NULL,Pearl,96,1,NULL,NULL,NULL,NULL
1397,Jet Black/Clear,2017-06-15 18:27:38,2017-06-15 22:27:38,NULL,2,652,,$130,http://www.o-review.com/glassesdetail.asp?ID=570,NULL,NULL,Jet Black,16,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_JetBlack_Clear.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_JetBlack_Clear.jpg
1398,Polished Black/Grey Polarized,2017-06-15 18:27:40,2017-06-15 22:27:39,NULL,2,104,12-997,$215,http://www.o-review.com/glassesdetail.asp?ID=4743,May 2009,April 2011,Polished Black,38,1,NULL,NULL,http://www.o-review.com/images/Wire/Restless_PolishedBlack_GreyPolarized.jpg,http://www.o-review.com/images/Wire/small/Restless_PolishedBlack_GreyPolarized.jpg
1399,Polished Black/Black-Grey Gradient,2017-06-15 18:27:45,2017-06-15 22:27:44,NULL,2,100,03-582,$130,http://www.o-review.com/glassesdetail.asp?ID=3271,NULL,NULL,Polished Black,92,1,NULL,NULL,NULL,NULL
1400,Jet Black/Clear,2017-06-15 18:27:56,2017-06-15 22:27:55,NULL,2,652,04-623,None,http://www.o-review.com/glassesdetail.asp?ID=2332,NULL,2003,Jet Black,16,1,NULL,NULL,NULL,NULL
1401,Polished Brown/Dark Bronze,2017-06-15 18:27:57,2017-06-15 22:27:57,NULL,2,104,05-719,$160,http://www.o-review.com/glassesdetail.asp?ID=4740,May 2009,NULL,Polished Brown,17,1,NULL,NULL,http://www.o-review.com/images/Wire/Restless_PolishedBrown_DarkBronze.jpg,http://www.o-review.com/images/Wire/small/Restless_PolishedBrown_DarkBronze.jpg
1402,Polished Black/Grey Polarized,2017-06-15 18:28:05,2017-06-15 22:28:05,NULL,2,100,12-909,$200,http://www.o-review.com/glassesdetail.asp?ID=3274,NULL,NULL,Polished Black,38,1,NULL,NULL,NULL,NULL
1403,Polished Brown/VR28 Black Iridium Polarized,2017-06-15 18:28:17,2017-06-15 22:28:17,NULL,2,104,12-996,$225,http://www.o-review.com/glassesdetail.asp?ID=4742,May 2009,NULL,Polished Brown,72,1,NULL,NULL,http://www.o-review.com/images/Wire/Restless_PolishedBrown_VR28BlackPolarized.jpg,http://www.o-review.com/images/Wire/small/Restless_PolishedBrown_VR28BlackPolarized.jpg
1404,Jet Black/Gold Iridium,2017-06-15 18:28:18,2017-06-15 22:28:17,NULL,2,652,*,$130,http://www.o-review.com/glassesdetail.asp?ID=58,NULL,NULL,Jet Black,34,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_JetBlack_Gold.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_JetBlack_Gold.jpg
1405,Polished Black Limited/Black-Grey Gradient,2017-06-15 18:28:23,2017-06-15 22:28:22,NULL,2,100,03-582L1,$130,http://www.o-review.com/glassesdetail.asp?ID=3576,NULL,NULL,Polished Black Limited,92,1,NULL,NULL,NULL,NULL
1406,Jet Black/Grey,2017-06-15 18:28:37,2017-06-15 22:28:36,NULL,2,652,04-624,None,http://www.o-review.com/glassesdetail.asp?ID=2333,NULL,2003,Jet Black,37,1,NULL,NULL,NULL,NULL
1407,Polished Chrome/G40 Black Gradient,2017-06-15 18:28:39,2017-06-15 22:28:38,NULL,2,104,05-721,$170,http://www.o-review.com/glassesdetail.asp?ID=4741,May 2009,NULL,Polished Chrome,95,1,NULL,NULL,http://www.o-review.com/images/Wire/Restless_PolishedChrome_G40BlackGradient.jpg,http://www.o-review.com/images/Wire/small/Restless_PolishedChrome_G40BlackGradient.jpg
1408,Red Tortoise/G20 Black Iridium,2017-06-15 18:28:42,2017-06-15 22:28:42,NULL,2,100,03-583,$120,http://www.o-review.com/glassesdetail.asp?ID=3272,NULL,NULL,Red Tortoise,26,1,NULL,NULL,NULL,NULL
1409,Jet Black/Persimmon,2017-06-15 18:28:58,2017-06-15 22:28:58,NULL,2,652,04-622,None,http://www.o-review.com/glassesdetail.asp?ID=1176,NULL,2003,Jet Black,55,1,NULL,NULL,NULL,NULL
1410,Polished Gold/VR50-Brown Gradient,2017-06-15 18:29:03,2017-06-15 22:29:03,NULL,2,104,05-720,$190,http://www.o-review.com/glassesdetail.asp?ID=4759,May 2009,0,Polished Gold,96,1,NULL,NULL,http://www.o-review.com/images/Wire/Restless_PolishedGold_VR50BrownGradient.jpg,http://www.o-review.com/images/Wire/small/Restless_PolishedGold_VR50BrownGradient.jpg
1411,Black/Grey,2017-06-15 18:29:10,2017-06-15 22:29:09,NULL,2,193,05-993J,$130,http://www.o-review.com/glassesdetail.asp?ID=4826,NULL,NULL,Black,37,1,NULL,NULL,NULL,NULL
1412,Jet Black/VR28,2017-06-15 18:29:22,2017-06-15 22:29:21,NULL,2,652,04-621,None,http://www.o-review.com/glassesdetail.asp?ID=2331,NULL,2003,Jet Black,70,1,NULL,NULL,NULL,NULL
1413,Brunette/Dark Brown Gradient,2017-06-15 18:29:26,2017-06-15 22:29:25,NULL,2,105,OO4053-02,$190,http://www.o-review.com/glassesdetail.asp?ID=5352,February 2011,NULL,Brunette,179,1,NULL,NULL,http://www.o-review.com/images/Wire/Remedy_Brunette_DarkBrownGradient.jpg,http://www.o-review.com/images/Wire/small/Remedy_Brunette_DarkBrownGradient.jpg
1414,Black Plaid/Grey Polarized,2017-06-15 18:29:26,2017-06-15 22:29:26,NULL,2,193,12-962J,$185,http://www.o-review.com/glassesdetail.asp?ID=4828,NULL,NULL,Black Plaid,38,1,NULL,NULL,NULL,NULL
1415,New Blue/+Red Iridium,2017-06-15 18:29:39,2017-06-15 22:29:39,NULL,2,652,04-600,$130,http://www.o-review.com/glassesdetail.asp?ID=59,NULL,2004,New Blue,1,1,NULL,NULL,http://www.o-review.com/images/Jackets/RacingJacket_Blue_Red.jpg,http://www.o-review.com/images/Jackets/small/RacingJacket_Blue_Red.jpg
1416,Polished Black/Grey,2017-06-15 18:29:50,2017-06-15 22:29:49,NULL,2,105,OO4053-03,$190,http://www.o-review.com/glassesdetail.asp?ID=5353,February 2011,NULL,Polished Black,37,1,NULL,NULL,http://www.o-review.com/images/Wire/Remedy_PolishedBlack_Grey.jpg,http://www.o-review.com/images/Wire/small/Remedy_PolishedBlack_Grey.jpg
